file,folder,label,img_w,img_h,x1,y1,x2,y2,w,h,area,w_rel,h_rel,area_rel
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_42_Pro.json,0,face,1280,720,548.8709677419355,239.83870967741933,848.0645161290323,527.741935483871,299.1935483870968,287.90322580645164,86138.78772112385,0.2337449596774194,0.3998655913978495,0.09346656653767779
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_42_Pro.json,0,knob,1280,720,863.3870967741937,357.5806451612903,883.5483870967743,391.4516129032258,20.161290322580612,33.87096774193549,682.8824141519241,0.015751008064516105,0.04704301075268818,0.0007409748417447092
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_45_Pro.json,0,face,1280,720,335.16129032258067,100.32258064516128,835.9677419354839,585.0,500.80645161290323,484.6774193548387,242729.57856399583,0.3912550403225806,0.673163082437276,0.2633784489626691
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_45_Pro.json,0,knob,1280,720,869.0322580645162,299.51612903225805,901.2903225806452,359.1935483870967,32.258064516129025,59.67741935483866,1925.0780437044725,0.0252016129032258,0.08288530465949814,0.00208884336339461
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_46_Pro.json,0,face,1280,720,543.2258064516129,156.77419354838707,986.7741935483872,587.4193548387098,443.54838709677426,430.6451612903227,191011.96670135282,0.34652217741935487,0.5981182795698926,0.20726124859087763
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_46_Pro.json,0,knob,1280,720,1006.1290322580646,336.6129032258064,1034.3548387096773,397.09677419354836,28.225806451612698,60.48387096774195,1707.2060353798006,0.02205141129032242,0.08400537634408604,0.001852437104361763
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_48_Pro.json,0,face,1280,720,492.4193548387097,172.9032258064516,669.8387096774194,343.87096774193543,177.4193548387097,170.96774193548384,30332.986472424556,0.13860887096774194,0.23745519713261645,0.03291339677997456
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_48_Pro.json,0,knob,1280,720,681.1290322580646,241.4516129032258,694.8387096774194,263.22580645161287,13.709677419354762,21.774193548387075,298.51716961498244,0.010710685483870908,0.030241935483870937,0.00032391185939125697
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_49_Pro.json,0,face,1280,720,642.4193548387098,155.16129032258064,810.9677419354839,305.1612903225806,168.54838709677415,149.99999999999997,25282.258064516118,0.13167842741935482,0.2083333333333333,0.02743300571236558
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_49_Pro.json,0,knob,1280,720,815.8064516129033,207.5806451612903,828.7096774193549,229.3548387096774,12.903225806451587,21.774193548387103,280.95733610822015,0.010080645161290303,0.030241935483870976,0.00030485822060353747
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_52_Pro.json,0,face,1280,720,634.3548387096774,233.38709677419354,765.8064516129033,364.83870967741933,131.45161290322585,131.4516129032258,17279.526534859524,0.1026965725806452,0.18257168458781362,0.01874948625744306
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_52_Pro.json,0,knob,1280,720,775.483870967742,293.0645161290322,784.3548387096774,308.3870967741935,8.870967741935488,15.322580645161281,135.92611862643076,0.006930443548387099,0.021281362007168445,0.0001474892780234709
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_53_Pro.json,0,face,1280,720,656.9354838709678,251.93548387096772,781.1290322580646,371.2903225806451,124.19354838709683,119.35483870967741,14823.100936524459,0.0970262096774194,0.1657706093189964,0.01608409389813852
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_53_Pro.json,0,knob,1280,720,790.8064516129033,301.9354838709677,799.6774193548388,318.87096774193543,8.870967741935488,16.935483870967744,150.2341311134236,0.006930443548387099,0.02352150537634409,0.00016301446518383637
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_56_Pro.json,0,face,1280,720,574.6774193548388,269.67741935483866,669.0322580645162,358.3870967741935,94.35483870967744,88.70967741935482,8370.187304890738,0.0737147177419355,0.12320788530465947,0.009082234488813736
D:\nguye\Downloads\Watch_face\Camera Roll\0\WIN_20251108_15_00_56_Pro.json,0,knob,1280,720,671.4516129032259,302.7419354838709,681.1290322580646,318.0645161290322,9.677419354838776,15.322580645161281,148.2830385015618,0.007560483870967793,0.021281362007168445,0.00016089739420742383
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_50_Pro.json,1,face,1280,720,278.7096774193548,277.7419354838709,638.3870967741937,614.8387096774194,359.67741935483883,337.09677419354847,121246.09781477635,0.28099798387096786,0.4681899641577062,0.13156043599693615
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_50_Pro.json,1,knob,1280,720,656.1290322580646,407.5806451612903,685.1612903225807,446.2903225806451,29.0322580645161,38.70967741935482,1123.8293444328806,0.022681451612903202,0.05376344086021503,0.0012194328824141499
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_56_Pro.json,1,face,1280,720,330.3225806451613,178.54838709677418,706.1290322580646,535.0,375.80645161290334,356.45161290322585,133956.8158168575,0.29359879032258074,0.4950716845878137,0.14535244771794434
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_56_Pro.json,1,knob,1280,720,723.0645161290323,317.25806451612897,750.483870967742,364.83870967741933,27.419354838709637,47.58064516129036,1304.630593132153,0.021421370967741903,0.06608422939068107,0.0014156147928951314
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_57_Pro.json,1,face,1280,720,573.0645161290323,187.41935483870967,796.4516129032259,403.54838709677415,223.38709677419354,216.12903225806448,48280.43704474505,0.1745211693548387,0.300179211469534,0.052387627001676484
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_57_Pro.json,1,knob,1280,720,803.7096774193549,272.9032258064516,817.4193548387098,301.12903225806446,13.709677419354875,28.22580645161287,386.9667013527581,0.010710685483870996,0.03920250896057343,0.00041988574365533647
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_59_Pro.json,1,face,1280,720,544.8387096774194,195.48387096774192,688.3870967741937,339.0322580645161,143.54838709677426,143.54838709677418,20606.139438085334,0.1121471774193549,0.1993727598566308,0.02235909227222801
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_04_59_Pro.json,1,knob,1280,720,694.0322580645162,251.93548387096772,703.7096774193549,270.4838709677419,9.677419354838662,18.548387096774178,179.50052029136214,0.007560483870967705,0.025761648745519693,0.00019477052983003703
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_03_Pro.json,1,face,1280,720,1015.0000000000001,274.51612903225805,1253.7096774193549,490.64516129032256,238.70967741935476,216.1290322580645,51592.091571279896,0.1864919354838709,0.300179211469534,0.05598100213897558
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_03_Pro.json,1,knob,1280,720,1264.1935483870968,357.5806451612903,1279.0,390.1548387096775,14.806451612903174,32.5741935483872,482.30822060353785,0.011567540322580606,0.045241935483871114,0.0005233379129812694
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_05_Pro.json,1,face,1280,720,294.03225806451616,290.64516129032256,471.4516129032258,460.8064516129032,177.41935483870964,170.1612903225806,30189.906347554617,0.1386088709677419,0.23633512544802862,0.032758144908370895
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_05_Pro.json,1,knob,1280,720,474.6774193548387,356.7741935483871,487.5806451612903,375.3225806451612,12.903225806451587,18.54838709677415,239.33402705514985,0.010080645161290303,0.02576164874551965,0.0002596940397733831
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_23_Pro.json,1,face,1280,720,626.2903225806452,206.77419354838707,951.2903225806452,512.4193548387098,325.0,305.6451612903227,99334.67741935486,0.25390625,0.4245071684587815,0.10778502324148748
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_23_Pro.json,1,knob,1280,720,965.0000000000001,324.51612903225805,990.8064516129033,363.22580645161287,25.806451612903174,38.70967741935482,998.9594172736707,0.020161290322580606,0.05376344086021503,0.001083940339923688
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_25_Pro.json,1,face,1280,720,627.0967741935484,184.19354838709677,1077.0967741935483,629.3548387096774,449.9999999999999,445.16129032258067,200322.58064516124,0.3515624999999999,0.6182795698924731,0.21736391129032254
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_25_Pro.json,1,knob,1280,720,1099.6774193548385,369.67741935483866,1128.7096774193549,425.3225806451612,29.032258064516327,55.64516129032256,1615.504682622279,0.02268145161290338,0.07728494623655911,0.0017529347684703549
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_27_Pro.json,1,face,1280,720,886.7741935483872,251.1290322580645,1170.6451612903224,509.99999999999994,283.87096774193526,258.87096774193543,73485.95213319451,0.22177419354838693,0.3595430107526881,0.07973736125563641
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_27_Pro.json,1,knob,1280,720,1184.3548387096773,359.1935483870967,1203.7096774193549,394.67741935483866,19.35483870967755,35.48387096774195,686.7845993756554,0.015120967741935587,0.04928315412186382,0.0007452089836975427
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_30_Pro.json,1,face,1280,720,92.4193548387097,189.83870967741933,352.9032258064516,438.22580645161287,260.4838709677419,248.38709677419354,64700.83246618105,0.20350302419354835,0.3449820788530466,0.07020489633917214
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_30_Pro.json,1,knob,1280,720,372.258064516129,297.9032258064516,391.61290322580646,328.54838709677415,19.354838709677438,30.645161290322562,593.1321540062437,0.015120967741935498,0.04256272401433689,0.0006435895768296915
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_31_Pro.json,1,face,1280,720,308.5483870967742,245.48387096774192,514.1935483870968,447.09677419354836,205.64516129032262,201.61290322580643,41460.71800208117,0.16066028225806456,0.2800179211469534,0.044987758248785994
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_31_Pro.json,1,knob,1280,720,528.7096774193549,334.99999999999994,545.6451612903227,357.5806451612903,16.9354838709678,22.580645161290363,382.41415192508003,0.013230846774193594,0.031362007168458834,0.00041494591137704
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_33_Pro.json,1,face,1280,720,615.8064516129033,211.61290322580643,761.7741935483872,357.5806451612903,145.9677419354839,145.96774193548387,21306.581685744022,0.1140372983870968,0.20273297491039427,0.02311912075276044
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_33_Pro.json,1,knob,1280,720,770.6451612903227,273.7096774193548,781.1290322580646,290.64516129032256,10.48387096774195,16.935483870967744,177.54942767950078,0.008190524193548399,0.02352150537634409,0.00019265345885362498
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_36_Pro.json,1,face,1280,720,640.8064516129033,240.64516129032256,769.8387096774194,357.5806451612903,129.0322580645161,116.93548387096774,15088.44953173777,0.1008064516129032,0.162410394265233,0.01637201555093074
D:\nguye\Downloads\Watch_face\Camera Roll\1\WIN_20251108_15_05_36_Pro.json,1,knob,1280,720,774.6774193548387,280.9677419354839,785.1612903225806,299.51612903225805,10.48387096774195,18.54838709677415,194.4588969823099,0.008190524193548399,0.02576164874551965,0.00021100140731587446
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_06_Pro.json,10,knob,1280,720,766.6129032258065,287.41935483870964,798.0645161290323,330.1612903225806,31.45161290322585,42.741935483870975,1344.3028095733632,0.024571572580645195,0.059363799283154134,0.001458661902748875
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_06_Pro.json,10,face,1280,720,436.7741935483871,139.83870967741933,731.1290322580646,464.83870967741933,294.35483870967755,325.0,95665.32258064521,0.22996471774193558,0.4513888888888889,0.10380351842517926
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_11_Pro.json,10,face,1280,720,865.8064516129033,170.48387096774192,1113.3870967741934,402.7419354838709,247.58064516129014,232.258064516129,57502.60145681576,0.19342237903225792,0.32258064516129026,0.06239431581685738
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_11_Pro.json,10,knob,1280,720,1122.258064516129,284.99999999999994,1142.4193548387095,313.22580645161287,20.1612903225805,28.225806451612925,569.0686784599338,0.015751008064516014,0.03920250896057351,0.0006174790347872546
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_12_Pro.json,10,knob,1280,720,243.22580645161293,383.38709677419354,267.4193548387097,413.22580645161287,24.19354838709677,29.83870967741933,721.9042663891772,0.018901209677419352,0.04144265232974907,0.0007833162612729788
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_12_Pro.json,10,face,1280,720,38.387096774193566,289.0322580645161,231.12903225806454,493.87096774193543,192.74193548387098,204.83870967741933,39481.009365244536,0.1505796370967742,0.2844982078853046,0.0428396368980518
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_14_Pro.json,10,face,1280,720,433.5483870967742,177.74193548387095,577.0967741935484,329.3548387096774,143.5483870967742,151.61290322580643,21763.78772112383,0.11214717741935484,0.21057347670250895,0.023615221051566656
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_14_Pro.json,10,knob,1280,720,584.3548387096774,247.09677419354838,603.7096774193549,265.64516129032256,19.354838709677438,18.548387096774178,359.0010405827264,0.015120967741935498,0.025761648745519693,0.0003895410596600764
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_16_Pro.json,10,knob,1280,720,896.4516129032259,334.1935483870967,910.1612903225807,351.9354838709677,13.709677419354875,17.741935483870975,243.23621227887693,0.010710685483870996,0.02464157706093191,0.00026392818172621196
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_16_Pro.json,10,face,1280,720,763.3870967741937,271.2903225806451,889.1935483870968,400.3225806451612,125.80645161290317,129.0322580645161,16233.09053069718,0.0982862903225806,0.17921146953405015,0.017614030523759962
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_18_Pro.json,10,face,1280,720,240.00000000000003,301.9354838709677,356.1290322580645,415.64516129032256,116.12903225806448,113.70967741935488,13204.994797086369,0.09072580645161288,0.15793010752688177,0.014328336368366286
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_18_Pro.json,10,knob,1280,720,361.7741935483871,343.87096774193543,370.64516129032256,359.99999999999994,8.870967741935488,16.129032258064512,143.08012486992718,0.006930443548387099,0.02240143369175627,0.0001552518716036536
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_20_Pro.json,10,knob,1280,720,563.3870967741937,278.54838709677415,576.2903225806452,290.64516129032256,12.903225806451587,12.096774193548413,156.08740894901146,0.010080645161290303,0.01680107526881724,0.00016936567811307667
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_20_Pro.json,10,face,1280,720,472.258064516129,245.48387096774192,565.0000000000001,334.1935483870967,92.74193548387109,88.70967741935479,8227.107180020817,0.07245463709677429,0.12320788530465943,0.008926982617210089
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_28_Pro.json,10,face,1280,720,462.5806451612903,221.29032258064515,713.3870967741937,464.0322580645161,250.80645161290334,242.74193548387095,60881.24349635799,0.19594254032258074,0.3371415770609319,0.06606037705768011
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_28_Pro.json,10,knob,1280,720,724.6774193548388,305.1612903225806,743.2258064516129,332.5806451612903,18.54838709677415,27.419354838709694,508.5848074921947,0.014490927419354805,0.03808243727598569,0.0005518498345184404
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_29_Pro.json,10,knob,1280,720,1061.774193548387,343.0645161290322,1081.9354838709678,373.7096774193548,20.161290322580726,30.64516129032262,617.8459937565069,0.01575100806451619,0.04256272401433697,0.0006704058091975987
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_29_Pro.json,10,face,1280,720,816.6129032258065,272.09677419354836,1040.0,473.7096774193548,223.38709677419354,201.61290322580646,45037.721123829346,0.1745211693548387,0.2800179211469534,0.048869055038877326
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_31_Pro.json,10,face,1280,720,88.38709677419357,235.8064516129032,279.51612903225805,412.41935483870964,191.12903225806448,176.61290322580643,33755.85327783558,0.14931955645161288,0.24529569892473116,0.03662744496292923
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_31_Pro.json,10,knob,1280,720,288.38709677419354,308.3870967741935,299.6774193548387,326.9354838709677,11.290322580645181,18.548387096774206,209.41727367325754,0.008820564516129049,0.02576164874551973,0.00022723228480171174
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_36_Pro.json,10,knob,1280,720,729.5161290322582,330.1612903225806,739.1935483870968,349.51612903225805,9.677419354838662,19.354838709677438,187.304890738813,0.007560483870967705,0.02688172043010755,0.00020323881373569117
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_36_Pro.json,10,face,1280,720,578.7096774193549,279.3548387096774,722.2580645161291,418.0645161290322,143.54838709677426,138.70967741935482,19911.550468262234,0.1121471774193549,0.1926523297491039,0.02160541500462482
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_41_Pro.json,10,face,1280,720,563.3870967741937,216.4516129032258,702.0967741935484,349.51612903225805,138.70967741935476,133.06451612903226,18457.336108220592,0.10836693548387091,0.18481182795698925,0.0200274914368713
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_41_Pro.json,10,knob,1280,720,710.9677419354839,259.99999999999994,721.4516129032259,277.7419354838709,10.48387096774195,17.741935483870975,186.00416233090564,0.008190524193548399,0.02464157706093191,0.00020182743308475005
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_44_Pro.json,10,knob,1280,720,1042.4193548387095,360.8064516129032,1056.1290322580644,377.7419354838709,13.709677419354875,16.935483870967744,232.18002081165517,0.010710685483870996,0.02352150537634409,0.00025193144619320223
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_44_Pro.json,10,face,1280,720,909.3548387096774,323.7096774193548,1035.967741935484,435.8064516129032,126.61290322580646,112.09677419354836,14192.898022892818,0.0989163306451613,0.15568996415770606,0.015400279972756963
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_46_Pro.json,10,face,1280,720,305.3225806451613,272.9032258064516,411.7741935483871,389.0322580645161,106.4516129032258,116.12903225806451,12362.122788761704,0.08316532258064516,0.16129032258064516,0.013413761706555668
D:\nguye\Downloads\Watch_face\Camera Roll\10\WIN_20251108_15_22_46_Pro.json,10,knob,1280,720,415.0,321.2903225806451,422.258064516129,334.1935483870967,7.258064516129025,12.903225806451587,93.65244536940659,0.0056703629032258005,0.017921146953404982,0.00010161940686784569
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_53_Pro.json,100,knob,1280,720,965.0000000000001,415.64516129032256,1006.1290322580646,476.9354838709677,41.12903225806451,61.290322580645125,2520.811654526533,0.0321320564516129,0.08512544802867378,0.002735255701526186
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_53_Pro.json,100,face,1280,720,465.0,208.38709677419354,935.1612903225807,685.0,470.1612903225807,476.61290322580646,224084.93756503647,0.3673135080645162,0.6619623655913979,0.24314771871206214
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_54_Pro.json,100,face,1280,720,739.1935483870968,239.03225806451613,912.5806451612904,409.99999999999994,173.38709677419354,170.96774193548382,29643.60041623308,0.1354586693548387,0.2374551971326164,0.03216536503497513
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_54_Pro.json,100,knob,1280,720,923.0645161290323,309.99999999999994,936.7741935483872,334.99999999999994,13.709677419354875,25.0,342.7419354838719,0.010710685483870996,0.034722222222222224,0.0003718988015232985
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_55_Pro.json,100,knob,1280,720,313.38709677419354,306.7741935483871,327.9032258064516,328.54838709677415,14.51612903225805,21.774193548387075,316.07700312174757,0.011340725806451601,0.030241935483870937,0.00034296549817897955
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_32_55_Pro.json,100,face,1280,720,169.8387096774194,251.1290322580645,305.3225806451613,374.51612903225805,135.4838709677419,123.38709677419354,16716.96149843912,0.10584677419354835,0.17137096774193547,0.018139064125910504
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_33_02_Pro.json,100,face,1280,720,472.258064516129,157.5806451612903,825.483870967742,495.4838709677419,353.2258064516129,337.9032258064516,119356.13943808533,0.2759576612903226,0.46931003584229386,0.12950969991111688
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_33_02_Pro.json,100,knob,1280,720,856.1290322580646,308.3870967741935,883.5483870967743,357.5806451612903,27.419354838709637,49.193548387096826,1348.85535900104,0.021421370967741903,0.0683243727598567,0.0014636017350271701
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_33_03_Pro.json,100,knob,1280,720,1019.0322580645162,395.4838709677419,1034.3548387096773,423.7096774193548,15.32258064516111,28.225806451612925,432.49219562954784,0.011970766129032117,0.03920250896057351,0.00046928406643831144
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_33_03_Pro.json,100,face,1280,720,822.2580645161291,330.96774193548384,1006.1290322580646,494.67741935483866,183.8709677419355,163.70967741935482,30101.456815816855,0.1436491935483871,0.22737455197132614,0.03266217102410683
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_33_05_Pro.json,100,face,1280,720,110.16129032258065,309.1935483870967,243.22580645161293,429.3548387096774,133.06451612903226,120.16129032258067,15989.203954214363,0.10395665322580645,0.16689068100358426,0.017349396651708295
D:\nguye\Downloads\Watch_face\Camera Roll\100\WIN_20251108_16_33_05_Pro.json,100,knob,1280,720,256.1290322580645,361.6129032258064,267.4193548387097,380.96774193548384,11.290322580645181,19.354838709677438,218.52237252861661,0.008820564516129049,0.02688172043010755,0.00023711194935830795
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_17_Pro.json,101,knob,1280,720,836.7741935483872,287.41935483870964,866.6129032258065,338.22580645161287,29.838709677419274,50.80645161290323,1515.9989594172698,0.02331149193548381,0.07056451612903226,0.0016449641486732528
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_17_Pro.json,101,face,1280,720,420.64516129032256,126.12903225806451,813.3870967741937,515.6451612903226,392.7419354838711,389.51612903225805,152979.3184183143,0.3068296370967743,0.540994623655914,0.16599318404765007
D:\nguye\Downloads\Watch_face\Camera Roll\101\WIN_20251108_16_33_18_Pro.json,101,face,1280,720,762.5806451612904,327.7419354838709,944.8387096774194,501.9354838709677,182.25806451612902,174.19354838709677,31748.178980228928,0.1423891129032258,0.24193548387096772,0.03444897892819979
